Row ID,Order ID,Order Date,Simulated Ship Date,Customer ID,Country/Region,City,State/Province,Region,Postal Code,Division,Product ID,Product Name,Factory ID,Factory,Factory Latitude,Factory Longitude,Factory Location,Factory -> State Route,Factory -> Region Route,Route ID,Customer Location,Ship Mode,Shipping Lead Time,Shipping Lead Time (Simulated),Delay Status,Route Efficiency Score,Order Year,Order Quarter,Order Month Number,Order Month Name,Order Week Number,Order Day,Order Day Name,Ship Year,Ship Quarter,Ship Month Number,Ship Month Name,Ship Week Number,Ship Day,Ship Day Name,Sales,Units,Cost,Gross Profit,Sales Per Unit,Cost Per Unit,Profit Margin %,Ship Date Valid,Is US Record
7281,US-2024-141677-CHO-TRI-54000,2025-03-26,2025-04-02,141677,United States,Houston,Texas,Interior,77070,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior,R0190,"Houston, Texas",Standard Class,,7,Delayed,Poor,2025,1,3,March,13,26,Wednesday,2025,2,4,April,14,2,Wednesday,11.25,3,3.9,7.35,3.75,1.3,65.33333333333333,False,True
7282,US-2024-141677-CHO-SCR-58000,2025-03-26,2025-04-02,141677,United States,Houston,Texas,Interior,77070,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior,R0050,"Houston, Texas",Standard Class,,7,Delayed,Poor,2025,1,3,March,13,26,Wednesday,2025,2,4,April,14,2,Wednesday,10.8,3,3.3,7.5,3.6,1.0999999999999999,69.44444444444444,False,True
7283,US-2024-141677-CHO-NUT-13000,2025-03-26,2025-03-31,141677,United States,Houston,Texas,Interior,77070,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior,R0050,"Houston, Texas",Standard Class,,5,Moderate Delay,Average,2025,1,3,March,13,26,Wednesday,2025,1,3,March,14,31,Monday,17.45,5,5.0,12.45,3.4899999999999998,1.0,71.34670487106017,False,True
7284,US-2024-162033-CHO-MIL-31000,2025-03-26,2025-03-31,162033,United States,Virginia Beach,Virginia,Gulf,23464,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Virginia,Wicked Choccy's -> Gulf,R0193,"Virginia Beach, Virginia",Standard Class,,5,Moderate Delay,Average,2025,1,3,March,13,26,Wednesday,2025,1,3,March,14,31,Monday,9.75,3,3.42,6.33,3.25,1.14,64.92307692307693,False,True
7285,US-2024-141677-CHO-MIL-31000,2025-03-26,2025-03-30,141677,United States,Houston,Texas,Interior,77070,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior,R0190,"Houston, Texas",Standard Class,,4,Moderate Delay,Good,2025,1,3,March,13,26,Wednesday,2025,1,3,March,13,30,Sunday,16.25,5,5.7,10.55,3.25,1.1400000000000001,64.92307692307693,False,True
7286,US-2024-121251-CHO-NUT-13000,2025-03-26,2025-03-29,121251,United States,New York City,New York,Atlantic,10009,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic,R0035,"New York City, New York",First Class,,3,On Time,Good,2025,1,3,March,13,26,Wednesday,2025,1,3,March,13,29,Saturday,13.96,4,4.0,9.96,3.49,1.0,71.34670487106017,False,True
7287,US-2024-144491-CHO-FUD-51000,2025-03-27,2025-03-31,144491,United States,Houston,Texas,Interior,77070,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior,R0050,"Houston, Texas",Standard Class,,4,Moderate Delay,Good,2025,1,3,March,13,27,Thursday,2025,1,3,March,14,31,Monday,18.0,5,6.0,12.0,3.6,1.2,66.66666666666666,False,True
7288,US-2024-144491-CHO-MIL-31000,2025-03-27,2025-03-31,144491,United States,Houston,Texas,Interior,77070,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Texas,Wicked Choccy's -> Interior,R0190,"Houston, Texas",Standard Class,,4,Moderate Delay,Good,2025,1,3,March,13,27,Thursday,2025,1,3,March,14,31,Monday,6.5,2,2.28,4.22,3.25,1.14,64.92307692307692,False,True
7289,US-2024-144491-CHO-SCR-58000,2025-03-27,2025-04-01,144491,United States,Houston,Texas,Interior,77070,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior,R0050,"Houston, Texas",Standard Class,,5,Moderate Delay,Average,2025,1,3,March,13,27,Thursday,2025,2,4,April,14,1,Tuesday,10.8,3,3.3,7.5,3.6,1.0999999999999999,69.44444444444444,False,True
7290,US-2024-139416-CHO-MIL-31000,2025-03-27,2025-03-30,139416,United States,Philadelphia,Pennsylvania,Atlantic,19120,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Pennsylvania,Wicked Choccy's -> Atlantic,R0182,"Philadelphia, Pennsylvania",Second Class,,3,On Time,Good,2025,1,3,March,13,27,Thursday,2025,1,3,March,13,30,Sunday,6.5,2,2.28,4.22,3.25,1.14,64.92307692307692,False,True
7291,US-2024-113705-CHO-TRI-54000,2025-03-27,2025-03-30,113705,United States,Richmond,Virginia,Gulf,23223,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Virginia,Wicked Choccy's -> Gulf,R0193,"Richmond, Virginia",Second Class,,3,On Time,Good,2025,1,3,March,13,27,Thursday,2025,1,3,March,13,30,Sunday,7.5,2,2.6,4.9,3.75,1.3,65.33333333333334,False,True
7292,US-2024-113705-CHO-SCR-58000,2025-03-27,2025-03-31,113705,United States,Richmond,Virginia,Gulf,23223,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Virginia,Lot's O' Nuts -> Gulf,R0053,"Richmond, Virginia",Second Class,,4,Moderate Delay,Good,2025,1,3,March,13,27,Thursday,2025,1,3,March,14,31,Monday,7.2,2,2.2,5.0,3.6,1.1,69.44444444444444,False,True
7293,US-2024-113705-CHO-NUT-13000,2025-03-27,2025-04-01,113705,United States,Richmond,Virginia,Gulf,23223,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Virginia,Lot's O' Nuts -> Gulf,R0053,"Richmond, Virginia",Second Class,,5,Moderate Delay,Average,2025,1,3,March,13,27,Thursday,2025,2,4,April,14,1,Tuesday,6.98,2,2.0,4.98,3.49,1.0,71.34670487106017,False,True
7294,US-2024-124716-CHO-FUD-51000,2025-03-27,2025-04-01,124716,United States,Fresno,California,Pacific,93727,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific,R0006,"Fresno, California",Standard Class,,5,Moderate Delay,Average,2025,1,3,March,13,27,Thursday,2025,2,4,April,14,1,Tuesday,7.2,2,2.4,4.8,3.6,1.2,66.66666666666666,False,True
7295,US-2024-124716-CHO-SCR-58000,2025-03-27,2025-04-03,124716,United States,Fresno,California,Pacific,93727,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific,R0006,"Fresno, California",Standard Class,,7,Delayed,Poor,2025,1,3,March,13,27,Thursday,2025,2,4,April,14,3,Thursday,10.8,3,3.3,7.5,3.6,1.0999999999999999,69.44444444444444,False,True
7296,US-2024-124716-CHO-MIL-31000,2025-03-27,2025-04-02,124716,United States,Fresno,California,Pacific,93727,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific,R0145,"Fresno, California",Standard Class,,6,Delayed,Average,2025,1,3,March,13,27,Thursday,2025,2,4,April,14,2,Wednesday,6.5,2,2.28,4.22,3.25,1.14,64.92307692307692,False,True
7297,US-2024-113705-CHO-TRI-54000,2025-03-27,2025-03-30,113705,United States,Richmond,Virginia,Gulf,23223,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Virginia,Wicked Choccy's -> Gulf,R0193,"Richmond, Virginia",Second Class,,3,On Time,Good,2025,1,3,March,13,27,Thursday,2025,1,3,March,13,30,Sunday,15.0,4,5.2,9.8,3.75,1.3,65.33333333333334,False,True
7298,US-2024-113705-CHO-NUT-13000,2025-03-27,2025-04-01,113705,United States,Richmond,Virginia,Gulf,23223,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Virginia,Lot's O' Nuts -> Gulf,R0053,"Richmond, Virginia",Second Class,,5,Moderate Delay,Average,2025,1,3,March,13,27,Thursday,2025,2,4,April,14,1,Tuesday,10.47,3,3.0,7.47,3.49,1.0,71.34670487106017,False,True
7299,US-2024-144491-CHO-NUT-13000,2025-03-27,2025-04-02,144491,United States,Houston,Texas,Interior,77070,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior,R0050,"Houston, Texas",Standard Class,,6,Delayed,Average,2025,1,3,March,13,27,Thursday,2025,2,4,April,14,2,Wednesday,3.49,1,1.0,2.49,3.49,1.0,71.34670487106017,False,True
7300,US-2024-113705-CHO-SCR-58000,2025-03-27,2025-04-01,113705,United States,Richmond,Virginia,Gulf,23223,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Virginia,Lot's O' Nuts -> Gulf,R0053,"Richmond, Virginia",Second Class,,5,Moderate Delay,Average,2025,1,3,March,13,27,Thursday,2025,2,4,April,14,1,Tuesday,18.0,5,5.5,12.5,3.6,1.1,69.44444444444444,False,True
7301,US-2024-147886-CHO-TRI-54000,2025-03-28,2025-03-29,147886,United States,Fairfield,California,Pacific,94533,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific,R0145,"Fairfield, California",First Class,,1,On Time,Excellent,2025,1,3,March,13,28,Friday,2025,1,3,March,13,29,Saturday,3.75,1,1.3,2.45,3.75,1.3,65.33333333333334,False,True
7302,US-2024-147886-CHO-SCR-58000,2025-03-28,2025-03-29,147886,United States,Fairfield,California,Pacific,94533,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific,R0006,"Fairfield, California",First Class,,1,On Time,Excellent,2025,1,3,March,13,28,Friday,2025,1,3,March,13,29,Saturday,25.2,7,7.7,17.5,3.6,1.1,69.44444444444444,False,True
7303,US-2024-166611-CHO-MIL-31000,2025-03-28,2025-04-02,166611,United States,Jacksonville,Florida,Gulf,32216,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Florida,Wicked Choccy's -> Gulf,R0150,"Jacksonville, Florida",Standard Class,,5,Moderate Delay,Average,2025,1,3,March,13,28,Friday,2025,2,4,April,14,2,Wednesday,29.25,9,10.26,18.99,3.25,1.14,64.92307692307692,False,True
7304,US-2024-147886-CHO-TRI-54000,2025-03-28,2025-03-30,147886,United States,Fairfield,California,Pacific,94533,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific,R0145,"Fairfield, California",First Class,,2,On Time,Excellent,2025,1,3,March,13,28,Friday,2025,1,3,March,13,30,Sunday,7.5,2,2.6,4.9,3.75,1.3,65.33333333333334,False,True
7305,US-2024-147886-CHO-SCR-58000,2025-03-28,2025-03-31,147886,United States,Fairfield,California,Pacific,94533,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific,R0006,"Fairfield, California",First Class,,3,On Time,Good,2025,1,3,March,13,28,Friday,2025,1,3,March,14,31,Monday,10.8,3,3.3,7.5,3.6,1.0999999999999999,69.44444444444444,False,True
7306,US-2024-147886-CHO-SCR-58000,2025-03-28,2025-03-31,147886,United States,Fairfield,California,Pacific,94533,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific,R0006,"Fairfield, California",First Class,,3,On Time,Good,2025,1,3,March,13,28,Friday,2025,1,3,March,14,31,Monday,14.4,4,4.4,10.0,3.6,1.1,69.44444444444444,False,True
7308,US-2024-147886-CHO-MIL-31000,2025-03-28,2025-03-30,147886,United States,Fairfield,California,Pacific,94533,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific,R0145,"Fairfield, California",First Class,,2,On Time,Excellent,2025,1,3,March,13,28,Friday,2025,1,3,March,13,30,Sunday,6.5,2,2.28,4.22,3.25,1.14,64.92307692307692,False,True
7309,US-2024-126550-CHO-NUT-13000,2025-03-29,2025-04-02,126550,United States,Lafayette,Indiana,Interior,47905,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Indiana,Lot's O' Nuts -> Interior,R0015,"Lafayette, Indiana",Second Class,,4,Moderate Delay,Good,2025,1,3,March,13,29,Saturday,2025,2,4,April,14,2,Wednesday,17.45,5,5.0,12.45,3.4899999999999998,1.0,71.34670487106017,False,True
7310,US-2024-126634-CHO-FUD-51000,2025-03-30,2025-04-04,126634,United States,Lakewood,California,Pacific,90712,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific,R0006,"Lakewood, California",Second Class,,5,Moderate Delay,Average,2025,1,3,March,13,30,Sunday,2025,2,4,April,14,4,Friday,18.0,5,6.0,12.0,3.6,1.2,66.66666666666666,False,True
7311,US-2024-120147-CHO-SCR-58000,2025-03-30,2025-03-30,120147,United States,Los Angeles,California,Pacific,90036,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific,R0006,"Los Angeles, California",Same Day,,0,On Time,Excellent,2025,1,3,March,13,30,Sunday,2025,1,3,March,13,30,Sunday,7.2,2,2.2,5.0,3.6,1.1,69.44444444444444,False,True
7312,US-2024-154851-CHO-SCR-58000,2025-03-30,2025-04-03,154851,United States,Lancaster,Pennsylvania,Atlantic,17602,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Pennsylvania,Lot's O' Nuts -> Atlantic,R0043,"Lancaster, Pennsylvania",Standard Class,,4,Moderate Delay,Good,2025,1,3,March,13,30,Sunday,2025,2,4,April,14,3,Thursday,18.0,5,5.5,12.5,3.6,1.1,69.44444444444444,False,True
7313,US-2024-113474-CHO-FUD-51000,2025-03-30,2025-03-31,113474,United States,Oklahoma City,Oklahoma,Interior,73120,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Oklahoma,Lot's O' Nuts -> Interior,R0040,"Oklahoma City, Oklahoma",First Class,,1,On Time,Excellent,2025,1,3,March,13,30,Sunday,2025,1,3,March,14,31,Monday,7.2,2,2.4,4.8,3.6,1.2,66.66666666666666,False,True
7314,US-2024-129910-OTH-GUM-21000,2025-03-30,2025-04-04,129910,United States,Columbus,Georgia,Gulf,31907,Other,OTH-GUM-21000,Wonka Gum,F004,Secret Factory,41.446333,-90.565487,Secret Factory,Secret Factory -> Georgia,Secret Factory -> Gulf,R0067,"Columbus, Georgia",Standard Class,,5,Moderate Delay,Average,2025,1,3,March,13,30,Sunday,2025,2,4,April,14,4,Friday,1.25,1,0.6,0.65,1.25,0.6,52.0,False,True
7315,US-2024-120147-CHO-NUT-13000,2025-03-30,2025-03-31,120147,United States,Los Angeles,California,Pacific,90036,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific,R0006,"Los Angeles, California",Same Day,,1,On Time,Excellent,2025,1,3,March,13,30,Sunday,2025,1,3,March,14,31,Monday,3.49,1,1.0,2.49,3.49,1.0,71.34670487106017,False,True
7316,US-2024-154907-CHO-FUD-51000,2025-03-31,2025-04-05,154907,United States,Amarillo,Texas,Interior,79109,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior,R0050,"Amarillo, Texas",Standard Class,,5,Moderate Delay,Average,2025,1,3,March,14,31,Monday,2025,2,4,April,14,5,Saturday,7.2,2,2.4,4.8,3.6,1.2,66.66666666666666,False,True
7317,US-2024-159205-CHO-TRI-54000,2025-03-31,2025-04-04,159205,United States,Henderson,Kentucky,Gulf,42420,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Kentucky,Wicked Choccy's -> Gulf,R0157,"Henderson, Kentucky",Second Class,,4,Moderate Delay,Good,2025,1,3,March,14,31,Monday,2025,2,4,April,14,4,Friday,18.75,5,6.5,12.25,3.75,1.3,65.33333333333333,False,True
7318,US-2024-100524-CHO-NUT-13000,2025-03-31,2025-04-04,100524,United States,New York City,New York,Atlantic,10011,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic,R0035,"New York City, New York",Second Class,,4,Moderate Delay,Good,2025,1,3,March,14,31,Monday,2025,2,4,April,14,4,Friday,6.98,2,2.0,4.98,3.49,1.0,71.34670487106017,False,True
7319,US-2024-144680-CHO-FUD-51000,2025-03-31,2025-04-03,144680,United States,Arlington,Texas,Interior,76017,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Texas,Lot's O' Nuts -> Interior,R0050,"Arlington, Texas",First Class,,3,On Time,Good,2025,1,3,March,14,31,Monday,2025,2,4,April,14,3,Thursday,18.0,5,6.0,12.0,3.6,1.2,66.66666666666666,False,True
7320,US-2024-133263-CHO-MIL-31000,2025-03-31,2025-04-05,133263,United States,Atlanta,Georgia,Gulf,30318,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Georgia,Wicked Choccy's -> Gulf,R0151,"Atlanta, Georgia",Second Class,,5,Moderate Delay,Average,2025,1,3,March,14,31,Monday,2025,2,4,April,14,5,Saturday,13.0,4,4.56,8.44,3.25,1.14,64.92307692307692,False,True
7321,US-2024-133263-CHO-SCR-58000,2025-03-31,2025-04-03,133263,United States,Atlanta,Georgia,Gulf,30318,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Georgia,Lot's O' Nuts -> Gulf,R0012,"Atlanta, Georgia",Second Class,,3,On Time,Good,2025,1,3,March,14,31,Monday,2025,2,4,April,14,3,Thursday,3.6,1,1.1,2.5,3.6,1.1,69.44444444444444,False,True
7322,US-2024-114524-CHO-TRI-54000,2025-03-31,2025-04-03,114524,United States,Chicago,Illinois,Interior,60623,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Illinois,Wicked Choccy's -> Interior,R0153,"Chicago, Illinois",Second Class,,3,On Time,Good,2025,1,3,March,14,31,Monday,2025,2,4,April,14,3,Thursday,48.75,13,16.9,31.85,3.75,1.2999999999999998,65.33333333333333,False,True
7323,US-2024-100524-CHO-FUD-51000,2025-03-31,2025-04-03,100524,United States,New York City,New York,Atlantic,10011,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic,R0035,"New York City, New York",Second Class,,3,On Time,Good,2025,1,3,March,14,31,Monday,2025,2,4,April,14,3,Thursday,28.8,8,9.6,19.2,3.6,1.2,66.66666666666666,False,True
7324,US-2024-160143-CHO-TRI-54000,2025-03-31,2025-04-07,160143,United States,Los Angeles,California,Pacific,90004,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> California,Wicked Choccy's -> Pacific,R0145,"Los Angeles, California",Standard Class,,7,Delayed,Poor,2025,1,3,March,14,31,Monday,2025,2,4,April,15,7,Monday,11.25,3,3.9,7.35,3.75,1.3,65.33333333333333,False,True
7325,US-2024-133263-CHO-TRI-54000,2025-03-31,2025-04-04,133263,United States,Atlanta,Georgia,Gulf,30318,Chocolate,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Georgia,Wicked Choccy's -> Gulf,R0151,"Atlanta, Georgia",Second Class,,4,Moderate Delay,Good,2025,1,3,March,14,31,Monday,2025,2,4,April,14,4,Friday,18.75,5,6.5,12.25,3.75,1.3,65.33333333333333,False,True
7326,US-2024-159205-CHO-MIL-31000,2025-03-31,2025-04-05,159205,United States,Henderson,Kentucky,Gulf,42420,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Kentucky,Wicked Choccy's -> Gulf,R0157,"Henderson, Kentucky",Second Class,,5,Moderate Delay,Average,2025,1,3,March,14,31,Monday,2025,2,4,April,14,5,Saturday,22.75,7,7.98,14.77,3.25,1.1400000000000001,64.92307692307692,False,True
7327,US-2024-102771-CHO-NUT-13000,2025-03-31,2025-04-06,102771,United States,New York City,New York,Atlantic,10035,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic,R0035,"New York City, New York",Standard Class,,6,Delayed,Average,2025,1,3,March,14,31,Monday,2025,2,4,April,14,6,Sunday,17.45,5,5.0,12.45,3.4899999999999998,1.0,71.34670487106017,False,True
7328,US-2024-100524-CHO-FUD-51000,2025-03-31,2025-04-04,100524,United States,New York City,New York,Atlantic,10011,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> New York,Lot's O' Nuts -> Atlantic,R0035,"New York City, New York",Second Class,,4,Moderate Delay,Good,2025,1,3,March,14,31,Monday,2025,2,4,April,14,4,Friday,10.8,3,3.6,7.2,3.6,1.2,66.66666666666666,False,True
7329,US-2024-149881-CHO-NUT-13000,2025-04-01,2025-04-02,149881,United States,San Francisco,California,Pacific,94110,Chocolate,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> California,Lot's O' Nuts -> Pacific,R0006,"San Francisco, California",First Class,,1,On Time,Excellent,2025,2,4,April,14,1,Tuesday,2025,2,4,April,14,2,Wednesday,27.92,8,8.0,19.92,3.49,1.0,71.34670487106017,False,True
7330,US-2024-134495-CHO-MIL-31000,2025-04-01,2025-04-05,134495,United States,Jacksonville,Florida,Gulf,32216,Chocolate,CHO-MIL-31000,Wonka Bar - Milk Chocolate,F002,Wicked Choccy's,32.076176,-81.088371,Wicked Choccy's,Wicked Choccy's -> Florida,Wicked Choccy's -> Gulf,R0150,"Jacksonville, Florida",Second Class,,4,Moderate Delay,Good,2025,2,4,April,14,1,Tuesday,2025,2,4,April,14,5,Saturday,9.75,3,3.42,6.33,3.25,1.14,64.92307692307693,False,True
7331,US-2024-129028-CHO-SCR-58000,2025-04-01,2025-04-02,129028,United States,Florence,South Carolina,Gulf,29501,Chocolate,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> South Carolina,Lot's O' Nuts -> Gulf,R0047,"Florence, South Carolina",First Class,,1,On Time,Excellent,2025,2,4,April,14,1,Tuesday,2025,2,4,April,14,2,Wednesday,10.8,3,3.3,7.5,3.6,1.0999999999999999,69.44444444444444,False,True
7332,US-2024-134495-CHO-FUD-51000,2025-04-01,2025-04-05,134495,United States,Jacksonville,Florida,Gulf,32216,Chocolate,CHO-FUD-51000,Wonka Bar - Fudge Mallows,F001,Lot's O' Nuts,32.881893,-111.768036,Lot's O' Nuts,Lot's O' Nuts -> Florida,Lot's O' Nuts -> Gulf,R0011,"Jacksonville, Florida",Second Class,,4,Moderate Delay,Good,2025,2,4,April,14,1,Tuesday,2025,2,4,April,14,5,Saturday,10.8,3,3.6,7.2,3.6,1.2,66.66666666666666,False,True
