Order ID,State/Province,Region,City,Order Date,Factory,Ship Mode,Sales,Gross Profit,Profit Margin %,Shipping Lead Time (Simulated),Delay Status,Route Efficiency Score,Units,Cost
US-2024-100013-CHO-SCR-58000,California,Pacific,Los Angeles,2025-11-06,Lot's O' Nuts,Standard Class,7.20,5.00,69.44,7,Delayed,Poor,2,2.20
US-2024-125290-CHO-MIL-31000,Minnesota,Interior,Minneapolis,2025-11-06,Wicked Choccy's,Second Class,16.25,10.55,64.92,4,Moderate Delay,Good,5,5.70
US-2024-106691-CHO-MIL-31000,Texas,Interior,Houston,2025-11-06,Wicked Choccy's,Standard Class,6.50,4.22,64.92,6,Delayed,Average,2,2.28
US-2024-167941-CHO-NUT-13000,North Carolina,Gulf,Fayetteville,2025-11-06,Lot's O' Nuts,Second Class,27.92,19.92,71.35,5,Moderate Delay,Average,8,8.00
US-2024-109484-CHO-MIL-31000,Oregon,Pacific,Portland,2025-11-06,Wicked Choccy's,Standard Class,3.25,2.11,64.92,6,Delayed,Average,1,1.14
US-2024-153948-OTH-GUM-21000,California,Pacific,San Francisco,2025-11-06,Secret Factory,Same Day,5.00,2.60,52.00,0,On Time,Excellent,4,2.40
US-2024-153948-CHO-FUD-51000,California,Pacific,San Francisco,2025-11-06,Lot's O' Nuts,Same Day,18.00,12.00,66.67,1,On Time,Excellent,5,6.00
US-2024-154109-CHO-MIL-31000,Pennsylvania,Atlantic,Philadelphia,2025-11-06,Wicked Choccy's,Standard Class,9.75,6.33,64.92,6,Delayed,Average,3,3.42
US-2024-153948-CHO-MIL-31000,California,Pacific,San Francisco,2025-11-06,Wicked Choccy's,Same Day,9.75,6.33,64.92,1,On Time,Excellent,3,3.42
US-2024-167941-CHO-NUT-13000,North Carolina,Gulf,Fayetteville,2025-11-06,Lot's O' Nuts,Second Class,20.94,14.94,71.35,4,Moderate Delay,Good,6,6.00
US-2024-153948-OTH-KAZ-38000,California,Pacific,San Francisco,2025-11-06,The Other Factory,Same Day,13.00,1.00,7.69,1,On Time,Excellent,4,12.00
US-2024-125290-CHO-FUD-51000,Minnesota,Interior,Minneapolis,2025-11-06,Lot's O' Nuts,Second Class,3.60,2.40,66.67,4,Moderate Delay,Good,1,1.20
US-2024-144596-CHO-SCR-58000,New York,Atlantic,New York City,2025-11-06,Lot's O' Nuts,Standard Class,32.40,22.50,69.44,4,Moderate Delay,Good,9,9.90
US-2024-154816-CHO-TRI-54000,Kentucky,Gulf,Richmond,2025-11-06,Wicked Choccy's,Standard Class,3.75,2.45,65.33,4,Moderate Delay,Good,1,1.30
US-2024-150504-CHO-FUD-51000,Texas,Interior,Dallas,2025-11-06,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,4,Moderate Delay,Good,2,2.40
US-2024-167941-CHO-TRI-54000,North Carolina,Gulf,Fayetteville,2025-11-06,Wicked Choccy's,Second Class,15.00,9.80,65.33,4,Moderate Delay,Good,4,5.20
US-2024-107720-SUG-LAF-25000,New Jersey,Atlantic,Westfield,2025-11-06,Sugar Shack,Standard Class,5.97,3.72,62.31,5,Moderate Delay,Average,3,2.25
US-2024-107174-CHO-MIL-31000,Washington,Pacific,Seattle,2025-11-06,Wicked Choccy's,Standard Class,9.75,6.33,64.92,7,Delayed,Poor,3,3.42
US-2024-153948-CHO-NUT-13000,California,Pacific,San Francisco,2025-11-06,Lot's O' Nuts,Same Day,3.49,2.49,71.35,1,On Time,Excellent,1,1.00
US-2024-113460-CHO-NUT-13000,Maryland,Atlantic,Clinton,2025-11-07,Lot's O' Nuts,Second Class,10.47,7.47,71.35,3,On Time,Good,3,3.00
US-2024-149888-CHO-SCR-58000,Pennsylvania,Atlantic,Philadelphia,2025-11-07,Lot's O' Nuts,Standard Class,14.40,10.00,69.44,4,Moderate Delay,Good,4,4.40
US-2024-132346-CHO-MIL-31000,Delaware,Atlantic,Newark,2025-11-07,Wicked Choccy's,Standard Class,22.75,14.77,64.92,5,Moderate Delay,Average,7,7.98
US-2024-163188-CHO-SCR-58000,Oklahoma,Interior,Oklahoma City,2025-11-07,Lot's O' Nuts,Same Day,32.40,22.50,69.44,1,On Time,Excellent,9,9.90
US-2024-152737-CHO-NUT-13000,California,Pacific,San Francisco,2025-11-07,Lot's O' Nuts,Standard Class,13.96,9.96,71.35,4,Moderate Delay,Good,4,4.00
US-2024-113572-CHO-SCR-58000,New York,Atlantic,New York City,2025-11-07,Lot's O' Nuts,Standard Class,14.40,10.00,69.44,4,Moderate Delay,Good,4,4.40
US-2024-122504-CHO-NUT-13000,California,Pacific,Brentwood,2025-11-07,Lot's O' Nuts,Second Class,10.47,7.47,71.35,3,On Time,Good,3,3.00
US-2024-152737-CHO-TRI-54000,California,Pacific,San Francisco,2025-11-07,Wicked Choccy's,Standard Class,15.00,9.80,65.33,5,Moderate Delay,Average,4,5.20
US-2024-122504-CHO-FUD-51000,California,Pacific,Brentwood,2025-11-07,Lot's O' Nuts,Second Class,25.20,16.80,66.67,5,Moderate Delay,Average,7,8.40
US-2024-149888-CHO-NUT-13000,Pennsylvania,Atlantic,Philadelphia,2025-11-07,Lot's O' Nuts,Standard Class,17.45,12.45,71.35,6,Delayed,Average,5,5.00
US-2024-155621-CHO-NUT-13000,Maryland,Atlantic,Baltimore,2025-11-08,Lot's O' Nuts,Standard Class,34.90,24.90,71.35,5,Moderate Delay,Average,10,10.00
US-2024-143658-SUG-SWE-91000,New York,Atlantic,New York City,2025-11-08,Sugar Shack,Second Class,7.50,3.50,46.67,3,On Time,Good,5,4.00
US-2024-158246-CHO-FUD-51000,California,Pacific,Sunnyvale,2025-11-09,Lot's O' Nuts,First Class,10.80,7.20,66.67,2,On Time,Excellent,3,3.60
US-2024-119494-CHO-MIL-31000,California,Pacific,San Diego,2025-11-09,Wicked Choccy's,Standard Class,9.75,6.33,64.92,6,Delayed,Average,3,3.42
US-2024-141852-CHO-NUT-13000,California,Pacific,Oceanside,2025-11-09,Lot's O' Nuts,Standard Class,27.92,19.92,71.35,5,Moderate Delay,Average,8,8.00
US-2024-161018-CHO-SCR-58000,New York,Atlantic,New York City,2025-11-09,Lot's O' Nuts,Second Class,25.20,17.50,69.44,5,Moderate Delay,Average,7,7.70
US-2024-152912-CHO-SCR-58000,Maryland,Atlantic,Columbia,2025-11-09,Lot's O' Nuts,Second Class,7.20,5.00,69.44,5,Moderate Delay,Average,2,2.20
US-2024-159597-CHO-FUD-51000,California,Pacific,Coachella,2025-11-09,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,4,Moderate Delay,Good,2,2.40
US-2024-152912-CHO-TRI-54000,Maryland,Atlantic,Columbia,2025-11-09,Wicked Choccy's,Second Class,33.75,22.05,65.33,3,On Time,Good,9,11.70
US-2024-152912-CHO-TRI-54000,Maryland,Atlantic,Columbia,2025-11-09,Wicked Choccy's,Second Class,11.25,7.35,65.33,3,On Time,Good,3,3.90
US-2024-159667-CHO-TRI-54000,Florida,Gulf,Jacksonville,2025-11-09,Wicked Choccy's,Standard Class,11.25,7.35,65.33,6,Delayed,Average,3,3.90
US-2024-159597-CHO-SCR-58000,California,Pacific,Coachella,2025-11-09,Lot's O' Nuts,Standard Class,3.60,2.50,69.44,5,Moderate Delay,Average,1,1.10
US-2024-152912-OTH-GUM-21000,Maryland,Atlantic,Columbia,2025-11-09,Secret Factory,Second Class,3.75,1.95,52.00,3,On Time,Good,3,1.80
US-2024-159667-CHO-FUD-51000,Florida,Gulf,Jacksonville,2025-11-09,Lot's O' Nuts,Standard Class,14.40,9.60,66.67,4,Moderate Delay,Good,4,4.80
US-2024-137624-CHO-MIL-31000,California,Pacific,Los Angeles,2025-11-10,Wicked Choccy's,Standard Class,6.50,4.22,64.92,4,Moderate Delay,Good,2,2.28
US-2024-155425-CHO-TRI-54000,Arizona,Pacific,Tucson,2025-11-10,Wicked Choccy's,First Class,15.00,9.80,65.33,2,On Time,Excellent,4,5.20
US-2024-161739-CHO-FUD-51000,Texas,Interior,Round Rock,2025-11-10,Lot's O' Nuts,Second Class,18.00,12.00,66.67,5,Moderate Delay,Average,5,6.00
US-2024-128447-CHO-TRI-54000,Washington,Pacific,Pasco,2025-11-10,Wicked Choccy's,Standard Class,18.75,12.25,65.33,4,Moderate Delay,Good,5,6.50
US-2024-162096-CHO-FUD-51000,California,Pacific,Riverside,2025-11-10,Lot's O' Nuts,Same Day,10.80,7.20,66.67,0,On Time,Excellent,3,3.60
US-2024-163874-CHO-TRI-54000,Washington,Pacific,Seattle,2025-11-10,Wicked Choccy's,Second Class,11.25,7.35,65.33,4,Moderate Delay,Good,3,3.90
US-2024-155425-CHO-MIL-31000,Arizona,Pacific,Tucson,2025-11-10,Wicked Choccy's,First Class,45.50,29.54,64.92,3,On Time,Good,14,15.96
US-2024-128447-CHO-NUT-13000,Washington,Pacific,Pasco,2025-11-10,Lot's O' Nuts,Standard Class,3.49,2.49,71.35,5,Moderate Delay,Average,1,1.00
US-2024-104640-CHO-TRI-54000,New York,Atlantic,New York City,2025-11-10,Wicked Choccy's,Standard Class,11.25,7.35,65.33,5,Moderate Delay,Average,3,3.90
US-2024-142671-OTH-GUM-21000,Florida,Gulf,Hollywood,2025-11-10,Secret Factory,Second Class,6.25,3.25,52.00,3,On Time,Good,5,3.00
US-2024-155425-CHO-TRI-54000,Arizona,Pacific,Tucson,2025-11-10,Wicked Choccy's,First Class,22.50,14.70,65.33,3,On Time,Good,6,7.80
US-2024-141138-CHO-MIL-31000,California,Pacific,Modesto,2025-11-10,Wicked Choccy's,Standard Class,22.75,14.77,64.92,7,Delayed,Poor,7,7.98
US-2024-155425-CHO-NUT-13000,Arizona,Pacific,Tucson,2025-11-10,Lot's O' Nuts,First Class,6.98,4.98,71.35,3,On Time,Good,2,2.00
US-2024-104640-CHO-FUD-51000,New York,Atlantic,New York City,2025-11-10,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,6,Delayed,Average,2,2.40
US-2024-155425-CHO-TRI-54000,Arizona,Pacific,Tucson,2025-11-10,Wicked Choccy's,First Class,7.50,4.90,65.33,3,On Time,Good,2,2.60
US-2024-148985-CHO-SCR-58000,California,Pacific,Los Angeles,2025-11-11,Lot's O' Nuts,Second Class,14.40,10.00,69.44,4,Moderate Delay,Good,4,4.40
US-2024-115448-CHO-SCR-58000,Tennessee,Gulf,Knoxville,2025-11-11,Lot's O' Nuts,First Class,18.00,12.50,69.44,1,On Time,Excellent,5,5.50
US-2024-158561-CHO-TRI-54000,Florida,Gulf,Fort Lauderdale,2025-11-11,Wicked Choccy's,Second Class,18.75,12.25,65.33,4,Moderate Delay,Good,5,6.50
US-2024-110842-CHO-SCR-58000,California,Pacific,Los Angeles,2025-11-11,Lot's O' Nuts,Standard Class,3.60,2.50,69.44,6,Delayed,Average,1,1.10
US-2024-157483-CHO-FUD-51000,Michigan,Interior,Detroit,2025-11-11,Lot's O' Nuts,Standard Class,25.20,16.80,66.67,6,Delayed,Average,7,8.40
US-2024-110842-CHO-SCR-58000,California,Pacific,Los Angeles,2025-11-11,Lot's O' Nuts,Standard Class,18.00,12.50,69.44,7,Delayed,Poor,5,5.50
US-2024-150959-CHO-FUD-51000,Texas,Interior,Garland,2025-11-11,Lot's O' Nuts,First Class,14.40,9.60,66.67,3,On Time,Good,4,4.80
US-2024-143217-CHO-TRI-54000,Wisconsin,Interior,Milwaukee,2025-11-11,Wicked Choccy's,Standard Class,11.25,7.35,65.33,4,Moderate Delay,Good,3,3.90
US-2024-120327-CHO-TRI-54000,Iowa,Interior,Urbandale,2025-11-11,Wicked Choccy's,Standard Class,15.00,9.80,65.33,4,Moderate Delay,Good,4,5.20
US-2024-150959-CHO-FUD-51000,Texas,Interior,Garland,2025-11-11,Lot's O' Nuts,First Class,18.00,12.00,66.67,1,On Time,Excellent,5,6.00
US-2024-110842-CHO-SCR-58000,California,Pacific,Los Angeles,2025-11-11,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,7,Delayed,Poor,3,3.30
US-2024-143455-CHO-FUD-51000,Ohio,Atlantic,Springfield,2025-11-11,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,7,Delayed,Poor,2,2.40
US-2024-154137-CHO-NUT-13000,New York,Atlantic,New York City,2025-11-11,Lot's O' Nuts,Standard Class,3.49,2.49,71.35,4,Moderate Delay,Good,1,1.00
US-2024-167976-CHO-SCR-58000,South Dakota,Interior,Aberdeen,2025-11-11,Lot's O' Nuts,Second Class,10.80,7.50,69.44,3,On Time,Good,3,3.30
US-2024-116491-CHO-SCR-58000,Texas,Interior,Dallas,2025-11-11,Lot's O' Nuts,First Class,7.20,5.00,69.44,2,On Time,Excellent,2,2.20
US-2024-134915-CHO-NUT-13000,Arizona,Pacific,Glendale,2025-11-12,Lot's O' Nuts,Same Day,6.98,4.98,71.35,1,On Time,Excellent,2,2.00
US-2024-164168-CHO-SCR-58000,Texas,Interior,Dallas,2025-11-12,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,7,Delayed,Poor,3,3.30
US-2024-149944-CHO-TRI-54000,Washington,Pacific,Longview,2025-11-12,Wicked Choccy's,Second Class,7.50,4.90,65.33,5,Moderate Delay,Average,2,2.60
US-2024-164364-CHO-FUD-51000,Washington,Pacific,Seattle,2025-11-12,Lot's O' Nuts,Standard Class,10.80,7.20,66.67,4,Moderate Delay,Good,3,3.60
US-2024-164168-CHO-MIL-31000,Texas,Interior,Dallas,2025-11-12,Wicked Choccy's,Standard Class,16.25,10.55,64.92,4,Moderate Delay,Good,5,5.70
US-2024-134978-CHO-SCR-58000,New York,Atlantic,New York City,2025-11-12,Lot's O' Nuts,Second Class,18.00,12.50,69.44,4,Moderate Delay,Good,5,5.50
US-2024-136707-CHO-MIL-31000,California,Pacific,Los Angeles,2025-11-12,Wicked Choccy's,First Class,13.00,8.44,64.92,2,On Time,Excellent,4,4.56
US-2024-164168-CHO-SCR-58000,Texas,Interior,Dallas,2025-11-12,Lot's O' Nuts,Standard Class,7.20,5.00,69.44,7,Delayed,Poor,2,2.20
US-2024-149944-CHO-NUT-13000,Washington,Pacific,Longview,2025-11-12,Lot's O' Nuts,Second Class,10.47,7.47,71.35,4,Moderate Delay,Good,3,3.00
US-2024-164364-CHO-SCR-58000,Washington,Pacific,Seattle,2025-11-12,Lot's O' Nuts,Standard Class,7.20,5.00,69.44,6,Delayed,Average,2,2.20
US-2024-125808-CHO-MIL-31000,California,Pacific,Los Angeles,2025-11-12,Wicked Choccy's,Second Class,6.50,4.22,64.92,3,On Time,Good,2,2.28
US-2024-134915-CHO-SCR-58000,Arizona,Pacific,Glendale,2025-11-12,Lot's O' Nuts,Same Day,18.00,12.50,69.44,0,On Time,Excellent,5,5.50
US-2024-160514-CHO-SCR-58000,California,Pacific,Santa Clara,2025-11-12,Lot's O' Nuts,Standard Class,7.20,5.00,69.44,7,Delayed,Poor,2,2.20
US-2024-130386-CHO-FUD-51000,Texas,Interior,Austin,2025-11-12,Lot's O' Nuts,Standard Class,10.80,7.20,66.67,7,Delayed,Poor,3,3.60
US-2024-154088-CHO-SCR-58000,Florida,Gulf,Tallahassee,2025-11-12,Lot's O' Nuts,Standard Class,18.00,12.50,69.44,4,Moderate Delay,Good,5,5.50
US-2024-122644-CHO-TRI-54000,Ohio,Atlantic,Columbus,2025-11-12,Wicked Choccy's,Standard Class,7.50,4.90,65.33,6,Delayed,Average,2,2.60
US-2024-130386-CHO-SCR-58000,Texas,Interior,Austin,2025-11-12,Lot's O' Nuts,Standard Class,32.40,22.50,69.44,5,Moderate Delay,Average,9,9.90
US-2024-166835-CHO-TRI-54000,Pennsylvania,Atlantic,Lancaster,2025-11-12,Wicked Choccy's,Second Class,7.50,4.90,65.33,4,Moderate Delay,Good,2,2.60
US-2024-164168-CHO-TRI-54000,Texas,Interior,Dallas,2025-11-12,Wicked Choccy's,Standard Class,11.25,7.35,65.33,7,Delayed,Poor,3,3.90
US-2024-164364-CHO-NUT-13000,Washington,Pacific,Seattle,2025-11-12,Lot's O' Nuts,Standard Class,10.47,7.47,71.35,7,Delayed,Poor,3,3.00
US-2024-134915-CHO-TRI-54000,Arizona,Pacific,Glendale,2025-11-12,Wicked Choccy's,Same Day,15.00,9.80,65.33,0,On Time,Excellent,4,5.20
US-2024-132220-CHO-SCR-58000,Arizona,Pacific,Tempe,2025-11-12,Lot's O' Nuts,Standard Class,21.60,15.00,69.44,5,Moderate Delay,Average,6,6.60
US-2024-134915-CHO-SCR-58000,Arizona,Pacific,Glendale,2025-11-12,Lot's O' Nuts,Same Day,7.20,5.00,69.44,1,On Time,Excellent,2,2.20
US-2024-134915-CHO-MIL-31000,Arizona,Pacific,Glendale,2025-11-12,Wicked Choccy's,Same Day,6.50,4.22,64.92,1,On Time,Excellent,2,2.28
US-2024-116659-CHO-TRI-54000,Ohio,Atlantic,Newark,2025-11-12,Wicked Choccy's,Same Day,11.25,7.35,65.33,0,On Time,Excellent,3,3.90
US-2024-164168-CHO-FUD-51000,Texas,Interior,Dallas,2025-11-12,Lot's O' Nuts,Standard Class,3.60,2.40,66.67,7,Delayed,Poor,1,1.20
US-2024-113873-CHO-TRI-54000,Texas,Interior,Dallas,2025-11-13,Wicked Choccy's,Standard Class,11.25,7.35,65.33,5,Moderate Delay,Average,3,3.90
US-2024-122490-CHO-NUT-13000,Washington,Pacific,Seattle,2025-11-13,Lot's O' Nuts,Standard Class,20.94,14.94,71.35,6,Delayed,Average,6,6.00
US-2024-112844-CHO-TRI-54000,New York,Atlantic,Buffalo,2025-11-13,Wicked Choccy's,Second Class,11.25,7.35,65.33,3,On Time,Good,3,3.90
US-2024-124926-CHO-MIL-31000,Texas,Interior,Houston,2025-11-13,Wicked Choccy's,Second Class,19.50,12.66,64.92,5,Moderate Delay,Average,6,6.84
US-2024-153633-CHO-FUD-51000,Florida,Gulf,Jupiter,2025-11-13,Lot's O' Nuts,Second Class,3.60,2.40,66.67,5,Moderate Delay,Average,1,1.20
US-2024-122490-CHO-TRI-54000,Washington,Pacific,Seattle,2025-11-13,Wicked Choccy's,Standard Class,41.25,26.95,65.33,6,Delayed,Average,11,14.30
US-2024-165344-CHO-SCR-58000,Ohio,Atlantic,Springfield,2025-11-13,Lot's O' Nuts,First Class,36.00,25.00,69.44,3,On Time,Good,10,11.00
US-2024-122490-CHO-NUT-13000,Washington,Pacific,Seattle,2025-11-13,Lot's O' Nuts,Standard Class,10.47,7.47,71.35,7,Delayed,Poor,3,3.00
US-2024-165204-CHO-FUD-51000,Tennessee,Gulf,Memphis,2025-11-13,Lot's O' Nuts,Second Class,10.80,7.20,66.67,5,Moderate Delay,Average,3,3.60
US-2024-113873-CHO-MIL-31000,Texas,Interior,Dallas,2025-11-13,Wicked Choccy's,Standard Class,13.00,8.44,64.92,6,Delayed,Average,4,4.56
US-2024-119662-CHO-TRI-54000,Illinois,Interior,Chicago,2025-11-13,Wicked Choccy's,First Class,11.25,7.35,65.33,3,On Time,Good,3,3.90
US-2024-165204-CHO-FUD-51000,Tennessee,Gulf,Memphis,2025-11-13,Lot's O' Nuts,Second Class,14.40,9.60,66.67,5,Moderate Delay,Average,4,4.80
US-2024-133620-CHO-SCR-58000,New York,Atlantic,New York City,2025-11-13,Lot's O' Nuts,Standard Class,3.60,2.50,69.44,6,Delayed,Average,1,1.10
US-2024-123624-CHO-MIL-31000,California,Pacific,Oxnard,2025-11-13,Wicked Choccy's,Second Class,16.25,10.55,64.92,4,Moderate Delay,Good,5,5.70
US-2024-102904-CHO-FUD-51000,Alabama,Gulf,Decatur,2025-11-13,Lot's O' Nuts,Standard Class,28.80,19.20,66.67,7,Delayed,Poor,8,9.60
US-2024-165344-CHO-MIL-31000,Ohio,Atlantic,Springfield,2025-11-13,Wicked Choccy's,First Class,13.00,8.44,64.92,1,On Time,Excellent,4,4.56
US-2024-160416-CHO-TRI-54000,New York,Atlantic,Yonkers,2025-11-13,Wicked Choccy's,Second Class,15.00,9.80,65.33,4,Moderate Delay,Good,4,5.20
US-2024-165344-OTH-LIC-15000,Ohio,Atlantic,Springfield,2025-11-13,Secret Factory,First Class,140.00,70.00,50.00,2,On Time,Excellent,7,70.00
US-2024-140312-CHO-TRI-54000,California,Pacific,Dublin,2025-11-13,Wicked Choccy's,Standard Class,18.75,12.25,65.33,7,Delayed,Poor,5,6.50
US-2024-112844-CHO-TRI-54000,New York,Atlantic,Buffalo,2025-11-13,Wicked Choccy's,Second Class,15.00,9.80,65.33,3,On Time,Good,4,5.20
US-2024-159156-CHO-TRI-54000,New York,Atlantic,New York City,2025-11-13,Wicked Choccy's,First Class,18.75,12.25,65.33,2,On Time,Excellent,5,6.50
US-2024-152142-CHO-FUD-51000,California,Pacific,San Francisco,2025-11-14,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,4,Moderate Delay,Good,2,2.40
US-2024-124261-CHO-NUT-13000,California,Pacific,Los Angeles,2025-11-14,Lot's O' Nuts,Standard Class,27.92,19.92,71.35,7,Delayed,Poor,8,8.00
US-2024-136679-CHO-FUD-51000,Texas,Interior,Pasadena,2025-11-14,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,7,Delayed,Poor,2,2.40
US-2024-138611-CHO-TRI-54000,Ohio,Atlantic,Grove City,2025-11-14,Wicked Choccy's,Second Class,7.50,4.90,65.33,3,On Time,Good,2,2.60
US-2024-106943-CHO-FUD-51000,New York,Atlantic,New York City,2025-11-14,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,7,Delayed,Poor,2,2.40
US-2024-142489-CHO-MIL-31000,Texas,Interior,Houston,2025-11-14,Wicked Choccy's,Second Class,16.25,10.55,64.92,4,Moderate Delay,Good,5,5.70
US-2024-118157-CHO-MIL-31000,Minnesota,Interior,Minneapolis,2025-11-14,Wicked Choccy's,First Class,6.50,4.22,64.92,3,On Time,Good,2,2.28
US-2024-137323-CHO-SCR-58000,New York,Atlantic,Watertown,2025-11-14,Lot's O' Nuts,Second Class,21.60,15.00,69.44,5,Moderate Delay,Average,6,6.60
US-2024-136679-CHO-SCR-58000,Texas,Interior,Pasadena,2025-11-14,Lot's O' Nuts,Standard Class,21.60,15.00,69.44,4,Moderate Delay,Good,6,6.60
US-2024-138611-CHO-FUD-51000,Ohio,Atlantic,Grove City,2025-11-14,Lot's O' Nuts,Second Class,36.00,24.00,66.67,3,On Time,Good,10,12.00
CA-2024-154121-CHO-MIL-31000,Quebec,Atlantic,Montreal,2025-11-14,Wicked Choccy's,Standard Class,6.50,4.22,64.92,5,Moderate Delay,Average,2,2.28
US-2024-108112-CHO-MIL-31000,Florida,Gulf,Miramar,2025-11-15,Wicked Choccy's,Standard Class,13.00,8.44,64.92,4,Moderate Delay,Good,4,4.56
US-2024-108112-CHO-FUD-51000,Florida,Gulf,Miramar,2025-11-15,Lot's O' Nuts,Standard Class,14.40,9.60,66.67,4,Moderate Delay,Good,4,4.80
US-2024-122945-CHO-NUT-13000,California,Pacific,Roseville,2025-11-16,Lot's O' Nuts,Standard Class,10.47,7.47,71.35,7,Delayed,Poor,3,3.00
US-2024-157448-CHO-MIL-31000,California,Pacific,Los Angeles,2025-11-16,Wicked Choccy's,Standard Class,9.75,6.33,64.92,7,Delayed,Poor,3,3.42
US-2024-157448-CHO-SCR-58000,California,Pacific,Los Angeles,2025-11-16,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,5,Moderate Delay,Average,3,3.30
US-2024-107888-CHO-TRI-54000,Washington,Pacific,Seattle,2025-11-16,Wicked Choccy's,First Class,7.50,4.90,65.33,1,On Time,Excellent,2,2.60
US-2024-108091-CHO-NUT-13000,California,Pacific,Escondido,2025-11-16,Lot's O' Nuts,Standard Class,13.96,9.96,71.35,4,Moderate Delay,Good,4,4.00
US-2024-160633-CHO-SCR-58000,Ohio,Atlantic,Bowling Green,2025-11-16,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,7,Delayed,Poor,3,3.30
US-2024-121678-CHO-TRI-54000,Ohio,Atlantic,Elyria,2025-11-16,Wicked Choccy's,Second Class,3.75,2.45,65.33,3,On Time,Good,1,1.30
US-2024-107888-CHO-SCR-58000,Washington,Pacific,Seattle,2025-11-16,Lot's O' Nuts,First Class,21.60,15.00,69.44,1,On Time,Excellent,6,6.60
US-2024-157896-CHO-MIL-31000,New York,Atlantic,New York City,2025-11-16,Wicked Choccy's,Same Day,9.75,6.33,64.92,0,On Time,Excellent,3,3.42
US-2024-137022-CHO-TRI-54000,California,Pacific,San Diego,2025-11-16,Wicked Choccy's,Standard Class,30.00,19.60,65.33,5,Moderate Delay,Average,8,10.40
US-2024-100601-CHO-NUT-13000,California,Pacific,Fresno,2025-11-16,Lot's O' Nuts,Standard Class,24.43,17.43,71.35,6,Delayed,Average,7,7.00
US-2024-107888-CHO-MIL-31000,Washington,Pacific,Seattle,2025-11-16,Wicked Choccy's,First Class,3.25,2.11,64.92,2,On Time,Excellent,1,1.14
US-2024-160633-CHO-SCR-58000,Ohio,Atlantic,Bowling Green,2025-11-16,Lot's O' Nuts,Standard Class,18.00,12.50,69.44,7,Delayed,Poor,5,5.50
US-2024-160633-CHO-FUD-51000,Ohio,Atlantic,Bowling Green,2025-11-16,Lot's O' Nuts,Standard Class,10.80,7.20,66.67,6,Delayed,Average,3,3.60
US-2024-136308-CHO-TRI-54000,California,Pacific,San Francisco,2025-11-16,Wicked Choccy's,Same Day,11.25,7.35,65.33,1,On Time,Excellent,3,3.90
US-2024-114657-OTH-LIC-15000,New York,Atlantic,Yonkers,2025-11-16,Secret Factory,Standard Class,80.00,40.00,50.00,5,Moderate Delay,Average,4,40.00
US-2024-118598-CHO-NUT-13000,New York,Atlantic,Utica,2025-11-16,Lot's O' Nuts,Same Day,20.94,14.94,71.35,1,On Time,Excellent,6,6.00
US-2024-107888-CHO-NUT-13000,Washington,Pacific,Seattle,2025-11-16,Lot's O' Nuts,First Class,10.47,7.47,71.35,2,On Time,Excellent,3,3.00
US-2024-124674-CHO-SCR-58000,Texas,Interior,Brownsville,2025-11-17,Lot's O' Nuts,Standard Class,7.20,5.00,69.44,6,Delayed,Average,2,2.20
US-2024-155866-CHO-NUT-13000,New York,Atlantic,New York City,2025-11-17,Lot's O' Nuts,Standard Class,13.96,9.96,71.35,6,Delayed,Average,4,4.00
US-2024-165687-CHO-FUD-51000,Virginia,Gulf,Salem,2025-11-17,Lot's O' Nuts,Standard Class,7.20,4.80,66.67,5,Moderate Delay,Average,2,2.40
US-2024-138163-CHO-SCR-58000,Massachusetts,Atlantic,Everett,2025-11-17,Lot's O' Nuts,First Class,10.80,7.50,69.44,3,On Time,Good,3,3.30
US-2024-116505-CHO-SCR-58000,Maryland,Atlantic,Hagerstown,2025-11-17,Lot's O' Nuts,Second Class,21.60,15.00,69.44,5,Moderate Delay,Average,6,6.60
US-2024-118122-CHO-TRI-54000,Washington,Pacific,Seattle,2025-11-17,Wicked Choccy's,Standard Class,7.50,4.90,65.33,7,Delayed,Poor,2,2.60
US-2024-158120-CHO-SCR-58000,Oregon,Pacific,Hillsboro,2025-11-17,Lot's O' Nuts,Standard Class,25.20,17.50,69.44,4,Moderate Delay,Good,7,7.70
US-2024-100902-CHO-MIL-31000,North Carolina,Gulf,Charlotte,2025-11-17,Wicked Choccy's,Standard Class,22.75,14.77,64.92,6,Delayed,Average,7,7.98
US-2024-158120-CHO-SCR-58000,Oregon,Pacific,Hillsboro,2025-11-17,Lot's O' Nuts,Standard Class,10.80,7.50,69.44,4,Moderate Delay,Good,3,3.30
US-2024-155866-CHO-TRI-54000,New York,Atlantic,New York City,2025-11-17,Wicked Choccy's,Standard Class,22.50,14.70,65.33,4,Moderate Delay,Good,6,7.80
US-2024-128265-OTH-LIC-15000,New York,Atlantic,New York City,2025-11-17,Secret Factory,Second Class,60.00,30.00,50.00,5,Moderate Delay,Average,3,30.00
